amount,hour_of_day,recent_transaction_count,velocity_1h,previous_chargebacks,failed_transaction_count,is_new_device,is_new_ip,distance_from_home,device_account_count,ip_account_count,avg_user_amount,is_fraud
18.73,18,1,3,0,0,0,0,3.9,0,3,16.28,0
200.06,20,7,6,0,3,0,1,105.4,1,2,10.52,0
50.91,17,0,0,0,0,0,0,4.9,4,1,9.6,0
21.69,11,3,1,0,0,0,0,254.0,0,0,90.05,0
21.38,17,4,1,0,0,0,0,39.2,2,1,45.21,0
34.04,20,2,0,0,1,0,0,14.9,0,5,14.78,0
4.34,12,1,2,0,0,0,0,1.9,1,3,10.88,0
15.87,20,2,0,0,1,0,0,8.3,0,2,15.04,0
7.96,8,0,1,0,1,0,0,36.0,1,1,5.7,0
17.87,21,5,3,0,0,0,1,7.9,0,2,1.52,0
215.47,15,4,1,0,1,0,0,45.3,2,0,13.83,0
76.81,20,2,1,0,1,0,0,45.7,1,2,11.49,0
15.65,10,3,0,0,0,0,0,188.5,0,1,21.41,0
20.08,14,1,2,0,2,0,0,37.5,3,1,8.69,0
10.54,16,2,0,0,0,0,0,1.0,1,0,11.66,0
10.61,11,2,0,0,0,0,0,32.5,4,0,12.79,0
147.22,12,0,0,0,0,0,0,197.9,0,3,225.32,0
18.33,12,3,1,0,1,0,0,59.8,4,2,23.09,0
67.03,11,1,0,0,1,0,0,41.4,2,0,84.35,0
12.25,9,1,1,0,1,0,0,11.9,2,1,30.05,0
48.46,11,3,2,0,0,0,0,21.4,1,3,34.74,0
25.05,20,6,1,0,1,0,0,41.3,1,2,48.33,0
321.3,3,4,4,0,1,0,0,263.6,2,4,13.6,0
1778.87,17,5,4,0,3,1,0,10.0,3,3,69.1,0
13.99,18,4,0,0,1,0,0,6.5,1,0,17.44,0
41.4,17,2,0,0,0,0,0,32.3,3,1,28.69,0
13.17,13,4,0,0,0,0,1,127.3,1,1,27.17,0
46.96,11,4,1,0,1,0,0,15.0,2,4,26.28,0
11.02,1,7,5,0,4,1,1,181.5,1,4,49.04,0
18.74,17,0,0,0,0,0,0,19.6,0,1,50.86,0
33.64,12,4,0,0,1,0,0,27.8,0,1,35.38,0
8.59,17,2,1,0,1,0,0,12.1,3,1,51.34,0
9.74,10,2,1,0,2,0,0,209.1,2,1,8.89,0
11.5,12,0,1,0,0,0,0,23.8,1,1,25.03,0
32.38,10,2,2,0,0,0,0,61.3,0,0,33.81,0
31.63,17,2,4,0,0,0,0,8.5,0,1,6.85,0
83.57,12,2,1,0,0,0,0,7.6,1,3,32.22,0
32.92,17,1,0,0,1,0,0,74.8,0,1,12.99,0
42.19,15,2,1,0,0,0,0,89.0,0,3,19.37,0
30.66,18,7,4,0,2,0,1,237.8,1,3,24.29,0
8.29,10,3,0,0,1,0,0,208.8,1,1,26.16,0
73.27,13,2,0,0,1,0,0,162.3,0,1,32.39,0
8.51,17,3,2,0,0,0,0,77.2,0,3,17.13,0
39.31,11,3,1,0,0,0,0,129.0,2,2,35.5,0
18.29,8,1,3,0,0,0,0,24.9,0,2,107.81,0
10.56,21,1,2,0,1,0,0,83.1,0,1,33.57,0
33.08,11,2,1,0,0,0,0,77.9,2,0,60.09,0
5.3,17,5,0,0,2,0,0,38.7,1,1,34.31,0
59.77,8,3,0,0,0,0,0,213.0,2,1,69.78,0
63.46,9,2,2,0,0,0,0,0.0,0,1,7.34,0
30.05,12,4,2,0,0,0,0,68.8,1,2,44.08,0
29.7,17,2,1,0,0,0,0,4.8,2,1,7.9,0
25.09,18,3,0,0,1,0,0,48.2,1,1,48.71,0
23.24,9,2,2,1,2,0,0,93.4,1,2,4.72,0
13.76,17,2,1,0,0,0,0,193.9,1,2,11.26,0
20.39,13,0,0,0,0,0,0,77.1,2,1,16.85,0
3.91,11,1,0,0,0,0,1,49.2,2,1,9.95,0
83.25,20,2,0,0,2,0,0,57.5,1,3,26.96,0
68.63,13,0,1,0,0,0,0,49.6,0,2,53.4,0
6.92,11,0,2,0,0,0,0,37.7,1,4,74.28,0
35.32,14,1,0,0,0,0,0,129.9,0,2,26.94,0
37.65,21,3,5,0,5,0,0,376.2,2,3,15.2,0
56.65,4,9,3,0,1,1,0,19.6,4,1,6.37,0
26.49,11,1,2,0,0,0,0,75.2,1,5,11.64,0
15.65,21,2,2,0,0,0,0,73.7,1,3,13.58,0
23.0,19,3,1,1,0,0,0,67.6,1,1,2.47,0
50.36,7,6,2,0,0,1,0,200.9,2,3,54.24,0
7.24,13,2,2,0,0,0,1,9.3,0,0,54.5,0
166.66,19,3,0,0,1,0,0,31.3,2,0,61.98,0
10.02,14,2,2,0,1,0,0,16.6,1,4,11.36,0
5.81,11,2,0,0,0,0,0,44.0,0,5,9.92,0
34.55,14,2,1,0,1,0,0,18.3,0,1,27.78,0
17.29,12,0,2,0,0,1,0,89.9,1,0,71.5,0
57.07,19,2,2,0,0,0,0,57.2,2,2,19.75,0
3.59,17,0,0,0,1,0,0,11.6,2,2,57.07,0
32.07,16,2,1,0,5,1,0,387.9,6,2,4.35,0
20.21,20,1,0,0,1,0,0,12.5,2,2,31.28,0
8.15,12,1,0,0,1,0,0,39.3,1,0,21.85,0
13.47,13,5,0,0,2,0,0,6.2,0,0,4.37,0
4.05,8,2,1,0,0,0,0,78.7,1,1,4.08,0
27.77,12,4,2,0,0,0,1,73.9,0,2,6.53,0
128.27,16,0,2,0,0,0,0,107.9,1,0,9.51,0
26.49,13,0,2,0,0,0,0,43.1,1,0,56.36,0
30.45,13,0,2,0,1,0,0,47.5,2,4,90.42,0
13.34,18,1,0,0,0,0,0,1.0,4,2,30.88,0
44.99,13,1,1,1,1,0,0,223.1,1,1,26.07,1
35.41,9,1,0,0,0,0,0,14.1,1,4,224.69,0
10.44,17,1,1,0,0,0,0,21.0,1,1,35.8,0
42.19,16,2,2,0,1,0,0,36.6,1,4,140.94,0
107.25,8,0,0,0,0,0,0,90.1,1,2,22.75,0
21.62,11,6,1,0,0,0,0,59.3,1,3,24.64,0
30.03,15,0,1,0,0,0,0,3.5,1,1,48.02,0
51.84,17,2,0,0,0,0,0,102.1,0,0,160.26,0
35.16,11,4,1,0,0,0,0,1.0,3,2,19.11,0
298.63,2,10,3,0,4,0,1,366.4,0,10,26.64,1
19.67,20,3,2,0,1,0,0,24.7,2,1,73.1,0
78.87,9,2,3,0,0,0,1,6.7,4,1,128.98,0
9.6,9,1,0,0,0,0,0,17.5,0,3,10.44,0
24.98,14,4,1,0,0,0,0,57.1,0,3,16.92,0
82.11,14,0,0,0,1,0,0,118.0,0,0,5.39,0
522.68,8,4,4,1,1,0,0,95.1,1,4,40.73,0
9.33,19,1,1,0,0,0,0,44.1,1,2,31.76,0
16.66,10,0,0,1,0,0,0,93.3,1,0,69.11,0
27.55,12,0,2,0,0,0,0,34.4,1,2,7.42,0
52.18,10,0,2,0,0,0,0,82.9,0,3,6.14,0
6.41,14,3,1,0,0,0,0,62.6,1,2,63.72,0
13.7,17,0,0,0,0,1,0,4.9,2,2,45.86,0
8.07,9,1,1,0,1,0,0,1.1,0,1,9.22,0
19.58,19,1,1,0,0,0,0,102.5,0,1,23.55,0
135.9,8,4,3,0,2,0,0,146.8,2,4,55.21,0
90.53,17,0,1,0,0,0,0,70.9,1,2,16.47,0
12.75,14,0,1,0,0,1,0,0.1,0,0,17.54,0
99.68,18,2,2,0,1,0,0,116.7,1,1,73.79,0
9.25,18,3,3,0,0,0,0,69.0,2,4,32.61,0
21.26,17,3,1,0,2,0,1,68.7,1,1,10.77,0
16.34,13,3,1,0,0,0,0,8.7,3,2,3.23,0
44.09,12,1,0,0,0,0,0,129.3,1,4,32.29,0
23.15,13,4,3,0,0,0,0,0.1,0,0,9.63,1
34.84,20,1,0,0,0,0,0,52.1,3,3,35.26,0
34.15,22,4,5,0,1,0,0,106.4,0,5,136.18,0
55.82,15,1,1,0,0,0,0,314.5,1,3,20.65,0
12.49,10,1,2,0,0,0,0,110.9,0,1,29.35,0
97.09,1,10,8,1,6,1,1,193.3,7,4,6.48,1
15.81,10,3,1,0,0,0,0,24.0,3,2,15.94,0
142.7,22,7,5,0,2,0,1,66.5,2,5,190.27,1
106.09,19,0,1,0,0,0,0,56.0,1,2,39.17,0
27.8,8,3,0,0,1,0,1,2.7,1,2,25.43,0
81.31,12,2,0,0,0,0,0,94.7,1,2,4.68,0
8.39,10,5,1,0,0,0,0,28.9,3,0,26.3,0
6.87,19,2,3,0,0,0,0,10.2,2,0,24.57,0
33.55,16,5,1,0,0,0,0,44.7,2,5,135.65,0
37.23,1,14,6,0,2,1,1,222.4,3,5,41.61,1
28.29,13,0,1,0,0,0,0,10.6,1,1,37.68,0
44.05,15,1,1,0,1,0,0,30.3,2,0,11.42,0
31.0,18,2,2,0,1,0,0,17.7,2,1,53.2,0
20.35,9,3,1,0,1,1,0,42.0,0,1,14.58,0
25.95,10,4,2,0,0,0,0,48.2,3,3,21.35,0
160.87,17,3,2,0,1,0,0,33.6,1,4,32.88,0
24.43,19,1,2,0,0,0,0,7.5,2,1,22.24,0
29.7,20,1,1,0,1,0,0,15.8,1,2,41.58,0
19.46,17,0,2,0,1,0,0,81.5,0,1,47.05,0
37.38,13,2,1,0,2,0,0,75.0,0,1,12.82,0
32.35,20,4,3,0,3,0,0,141.0,3,5,8.19,0
19.76,11,1,0,0,0,0,0,73.5,3,1,123.02,0
22.95,13,3,1,0,0,0,0,85.8,0,1,22.45,0
37.39,18,2,0,0,0,0,0,19.2,1,1,20.18,0
5.61,11,5,1,0,1,0,0,11.1,1,4,22.71,0
26.16,14,2,0,0,1,0,0,32.2,2,3,8.14,0
24.72,15,3,0,0,0,0,0,12.2,2,0,36.01,0
36.84,18,5,1,0,0,0,0,52.0,1,1,42.27,0
13.01,19,3,1,0,0,1,0,42.9,1,2,61.56,0
26.25,23,10,2,1,2,1,1,77.7,2,2,58.28,0
77.67,12,3,1,0,0,0,0,6.6,2,4,18.97,0
10.28,13,1,1,0,0,0,0,23.6,0,4,32.39,0
8.79,20,2,1,0,1,0,1,5.0,1,1,15.79,0
33.14,9,2,1,0,0,0,0,19.4,2,0,77.04,0
7.85,9,0,1,0,0,0,0,2.0,1,3,17.2,0
104.15,13,2,1,0,0,0,0,12.8,0,2,110.76,0
42.69,10,5,3,1,3,0,1,66.3,3,4,45.13,0
58.74,21,2,4,1,1,0,0,167.0,0,1,7.03,0
61.5,16,1,0,1,0,0,0,20.7,2,0,57.38,0
43.35,10,2,2,0,0,0,0,20.8,1,1,27.82,0
29.46,11,1,1,0,0,0,0,14.5,1,2,36.01,0
5.99,20,3,3,0,1,0,1,11.3,0,2,3.11,0
57.01,5,4,1,0,1,1,1,436.1,2,3,6.74,0
9.39,13,4,1,1,1,0,0,21.3,3,0,17.27,0
44.79,15,2,2,0,0,0,0,49.9,1,0,3.06,0
29.14,9,1,0,0,0,0,0,6.9,1,3,28.82,0
56.17,16,1,2,0,0,0,0,13.3,0,1,82.98,0
29.47,18,2,1,0,0,0,0,14.0,3,3,10.85,0
191.33,4,4,7,2,2,1,1,358.2,2,6,15.68,1
30.81,17,2,1,0,0,0,0,16.1,1,1,55.3,0
59.86,17,2,1,0,0,0,0,61.1,0,0,7.72,0
4.0,12,5,0,0,1,0,0,233.7,2,1,35.73,0
3.87,8,1,0,0,1,0,0,12.5,2,6,56.21,0
92.1,19,4,1,0,0,0,0,92.5,1,3,66.38,0
20.93,17,4,1,0,0,0,0,76.0,1,2,95.42,0
196.16,14,0,1,0,0,0,0,36.9,0,0,18.03,0
8.55,15,2,1,0,0,0,0,140.4,2,3,69.14,0
61.52,17,1,2,0,0,0,0,20.2,2,0,47.18,0
22.56,8,1,3,0,0,0,0,41.3,0,2,15.69,0
13.5,16,3,2,0,0,0,0,0.6,1,0,12.25,0
32.07,18,1,1,0,1,0,0,10.1,0,4,32.96,0
30.19,20,0,0,0,3,0,0,40.8,1,5,7.55,0
22.17,13,1,0,0,1,0,0,75.1,0,1,250.83,0
2.63,14,4,2,0,0,0,0,48.9,0,0,52.62,0
104.65,9,1,1,0,0,0,0,4.5,1,0,2.88,0
17.31,16,2,0,0,0,0,0,56.5,5,0,163.25,0
22.91,20,2,0,0,0,0,0,20.1,2,1,11.6,0
8.94,10,3,0,0,0,0,0,62.4,0,2,9.58,0
37.9,19,1,1,0,1,0,0,10.6,4,1,66.69,0
80.52,18,1,1,0,0,0,0,155.2,1,1,25.14,0
31.34,18,3,1,0,1,0,0,7.6,1,1,11.78,0
30.44,20,5,1,0,0,0,0,30.0,1,1,9.72,0
415.63,22,4,1,0,3,1,1,556.9,0,5,18.98,1
23.45,19,1,2,1,0,0,0,18.4,1,3,20.08,0
11.71,13,1,1,0,0,0,0,21.9,3,2,130.45,0
16.17,12,2,1,0,0,0,0,116.7,2,2,26.77,0
18.3,13,1,0,0,0,0,0,1.4,1,2,14.92,0
64.24,16,2,2,0,1,0,0,71.3,0,2,45.3,0
45.92,9,3,1,0,0,0,0,16.6,3,1,25.09,0
14.46,9,2,1,0,0,0,0,66.6,0,1,27.5,0
14.39,20,2,0,0,1,0,0,0.8,3,1,14.38,0
93.8,10,3,1,1,1,0,0,3.3,2,2,32.16,0
21.77,15,0,0,0,0,0,0,16.9,0,1,14.96,0
29.37,13,1,0,0,1,0,0,138.3,1,0,15.23,0
10.2,10,2,0,0,1,0,0,207.2,0,0,22.05,0
4.6,14,5,0,0,1,0,0,68.5,0,1,7.57,0
12.08,11,0,0,0,0,0,0,5.8,1,1,23.34,0
21.66,12,3,3,0,0,0,0,69.4,0,1,40.4,0
12.09,21,2,2,0,0,0,0,114.0,0,1,6.38,0
7.44,15,1,2,0,2,0,0,125.0,0,3,61.97,0
32.06,10,1,0,0,1,0,0,10.0,1,0,37.4,0
36.68,12,3,0,0,0,1,0,60.0,0,1,21.3,0
25.96,18,2,0,0,0,0,0,92.3,0,1,62.95,0
72.04,21,1,0,0,0,0,0,6.7,1,0,7.69,0
44.25,19,5,0,0,1,0,0,129.3,2,0,33.54,0
24.28,11,2,0,0,0,0,0,72.9,1,4,17.11,0
219.4,22,10,5,1,3,0,1,446.0,5,6,40.95,1
40.67,8,4,0,0,0,0,0,55.1,2,0,10.32,0
49.79,19,0,3,1,0,0,0,93.8,2,1,35.2,0
22.84,16,0,1,0,0,0,0,2.4,2,1,23.07,0
56.99,9,3,3,0,1,0,0,23.1,2,0,91.04,0
6.73,18,0,1,0,1,0,0,19.6,1,1,18.5,0
128.64,23,4,8,0,3,1,1,187.6,3,3,11.11,1
222.44,12,0,0,0,2,0,0,3.0,2,2,22.89,0
23.49,9,2,0,0,1,0,0,28.7,2,1,43.7,0
13.25,9,1,2,0,0,0,0,102.9,2,1,24.59,0
224.87,10,3,4,0,2,1,0,104.4,2,1,23.51,0
22.42,10,0,0,0,2,0,0,29.7,2,1,75.16,0
4.41,20,5,3,0,0,0,0,2.1,0,1,12.01,0
10.14,9,1,0,0,1,0,0,265.8,0,1,23.91,0
12.45,9,2,1,0,0,0,0,2.3,2,1,39.05,0
43.63,14,1,1,0,0,0,0,9.1,1,2,20.68,0
51.63,16,1,0,0,0,0,0,57.9,0,0,11.08,0
27.88,21,2,0,0,0,0,0,67.0,2,1,10.03,0
31.35,9,0,1,0,0,0,0,17.1,1,2,54.63,0
238.19,16,4,2,0,4,0,1,325.0,2,2,66.08,0
12.25,14,2,0,0,0,0,0,12.7,2,1,7.18,0
53.77,17,3,1,0,2,0,0,149.0,0,3,19.4,1
12.37,12,1,1,0,0,0,0,39.2,2,1,9.47,0
9.61,20,4,1,0,0,0,0,82.2,3,3,33.54,0
68.68,14,1,0,0,1,0,0,21.0,0,0,20.01,0
24.4,9,0,1,0,0,0,0,17.8,1,0,9.63,0
12.96,14,1,2,1,0,0,0,21.2,1,1,17.31,0
9.31,21,0,1,0,2,0,0,16.6,2,1,42.33,0
9.23,16,2,0,0,0,0,0,2.7,1,2,50.47,0
5.95,15,2,2,1,0,0,0,113.1,3,0,48.78,0
15.84,8,1,2,0,0,0,0,9.5,0,0,6.9,0
14.96,17,3,2,0,0,0,0,27.4,1,0,18.13,0
21.58,17,4,1,0,0,0,0,48.2,1,2,86.17,0
18.8,20,1,1,0,1,0,0,53.0,0,2,42.36,0
109.21,12,0,2,0,0,0,0,18.4,1,2,206.21,0
9.46,14,2,3,0,0,0,0,45.4,1,0,22.57,0
24.8,17,2,1,0,0,0,0,1.8,0,1,6.27,0
21.81,15,2,0,0,0,0,0,21.8,0,0,46.51,0
58.29,12,2,1,0,0,0,0,72.1,0,1,8.62,0
12.73,16,3,0,0,1,0,0,66.7,2,2,35.16,0
3.78,17,2,0,0,1,0,0,15.6,1,3,2.72,0
7.35,14,1,2,0,0,0,0,109.4,0,0,24.04,0
32.03,11,1,1,0,0,0,0,43.5,2,2,38.98,0
14.57,21,2,2,0,0,0,0,9.7,1,1,13.34,0
41.44,10,2,1,1,1,0,0,9.2,2,1,44.15,0
72.44,14,2,1,1,0,0,0,90.9,1,0,19.12,0
25.34,12,1,0,0,0,0,0,20.2,0,6,9.54,0
26.23,19,3,0,0,0,0,0,3.7,1,0,26.04,0
17.28,9,1,0,0,0,0,0,212.8,0,1,29.42,0
11.91,16,2,2,0,0,0,0,119.7,1,2,56.0,0
2.14,8,2,0,0,0,0,0,0.8,1,1,11.94,0
13.2,11,2,1,0,0,0,0,22.2,1,1,25.57,0
77.45,12,3,2,0,0,0,0,12.5,3,0,12.77,0
36.66,11,2,0,0,0,0,1,5.5,0,0,27.46,0
18.16,11,1,1,0,0,0,0,7.4,1,1,10.8,0
26.05,17,0,0,1,0,0,0,19.3,0,0,9.88,0
27.26,12,0,1,0,1,0,0,20.3,0,3,32.16,0
5.31,11,0,2,0,0,0,0,105.5,3,3,3.63,0
20.12,21,4,2,0,0,0,0,8.6,0,1,24.12,0
2.77,21,1,2,0,0,1,0,20.6,0,1,30.81,0
15.92,17,4,1,0,0,0,0,1.3,0,2,41.39,0
21.55,20,1,0,0,0,0,0,68.6,0,1,40.39,0
45.05,15,5,2,0,0,0,0,51.2,1,1,15.61,0
14.55,17,2,2,0,1,0,1,31.6,0,1,60.84,0
33.91,13,3,2,0,0,0,0,287.9,2,0,27.03,0
44.58,21,4,7,1,1,0,0,183.0,5,3,37.03,0
6.39,19,2,1,0,1,0,1,20.2,1,1,20.16,0
40.1,18,1,1,2,0,0,0,16.7,0,0,5.12,0
7.53,13,1,1,0,0,0,0,31.9,0,0,355.61,0
34.67,15,1,2,0,0,0,0,48.8,1,0,4.46,0
674.52,7,5,6,5,3,1,0,1226.9,1,4,31.71,1
10.85,9,3,0,0,0,1,0,16.8,0,2,7.01,0
29.26,17,4,0,0,1,0,0,190.7,2,2,106.66,0
41.76,9,1,2,0,0,0,0,40.5,0,1,45.3,0
37.56,15,1,0,0,0,1,0,10.1,1,3,90.57,0
137.56,16,1,1,0,1,0,0,6.8,2,1,98.21,0
6.28,19,2,0,0,1,0,0,120.2,2,1,10.04,0
26.63,16,0,0,0,0,0,0,53.1,3,0,31.23,0
11.41,10,3,1,0,0,0,0,29.7,5,0,49.38,0
248.56,10,2,5,1,0,0,0,115.3,4,3,16.25,0
13.62,14,0,0,0,0,0,0,125.8,1,4,13.35,0
56.42,19,0,1,0,0,0,0,96.0,0,1,9.16,0
11.31,10,1,2,0,0,0,0,17.6,2,2,10.87,0
20.78,13,0,1,0,0,0,0,1.8,1,0,19.98,0
29.58,18,1,0,0,1,0,1,2.9,2,0,17.86,0
34.97,19,1,1,0,1,0,0,17.7,0,0,35.34,0
112.6,12,6,1,0,0,0,0,8.3,1,1,33.62,0
11.85,9,2,0,0,0,0,0,57.5,2,0,22.22,0
101.89,19,4,0,0,0,0,0,26.3,2,1,52.32,0
50.12,15,2,1,0,0,0,0,97.7,2,1,4.31,0
21.34,9,2,1,0,0,0,0,36.2,2,1,5.84,0
166.84,14,3,0,0,1,0,0,39.4,1,2,17.48,0
14.94,8,1,1,0,0,0,0,49.7,3,1,75.07,0
9.78,15,3,1,0,0,0,0,1.7,4,0,18.27,0
21.54,17,1,2,0,0,0,0,14.2,1,0,21.88,0
3.92,8,0,0,0,0,0,0,14.1,2,1,16.82,0
9.26,20,2,0,0,2,0,0,154.7,0,0,28.6,0
7.61,8,1,3,0,0,0,0,248.0,3,2,14.31,0
5.42,10,4,2,0,0,0,0,20.2,1,1,40.98,0
11.95,17,1,2,0,1,0,0,48.6,1,4,5.1,0
48.94,18,0,1,0,0,0,0,137.3,1,0,68.04,0
12.94,13,3,0,0,0,1,0,51.8,0,2,40.32,0
94.86,7,3,6,0,5,1,1,165.1,1,3,20.98,0
53.28,10,2,0,0,0,1,0,14.4,0,2,221.9,0
9.75,19,1,0,0,0,0,0,14.5,3,5,38.7,0
37.88,18,0,0,0,0,0,0,12.8,0,1,48.04,0
33.83,8,2,0,0,0,0,0,64.6,1,0,56.41,0
16.38,14,3,0,0,0,0,0,16.2,1,0,66.3,0
18.01,13,2,4,0,0,0,0,62.7,1,1,8.65,0
115.87,23,4,4,0,4,0,0,26.8,2,4,23.5,0
26.49,16,3,2,0,1,0,0,71.8,3,1,151.65,0
48.79,17,5,1,0,1,0,0,5.7,2,3,197.7,0
180.47,16,7,2,1,0,0,1,24.9,4,3,146.49,0
16.44,10,2,2,0,0,0,0,9.5,2,5,53.07,0
13.85,13,1,2,0,0,0,0,13.5,1,0,43.7,0
35.65,21,3,0,0,1,0,0,18.5,1,1,31.19,0
2.18,12,0,1,0,0,0,0,7.2,1,1,17.14,0
4.55,19,2,2,0,1,1,0,17.5,2,2,32.88,0
117.15,11,3,4,0,2,0,0,35.0,2,3,35.15,0
23.93,20,2,1,0,0,0,0,93.6,2,3,13.59,0
27.22,20,3,0,0,1,0,0,41.5,1,0,11.83,0
174.72,12,1,3,0,0,0,0,53.6,0,2,15.35,0
7.78,17,4,1,1,1,0,0,57.9,1,1,35.83,0
13.56,10,2,3,0,0,0,0,18.2,1,1,90.25,0
22.86,13,2,1,0,1,0,0,37.0,1,1,52.58,0
17.3,19,2,1,0,0,0,0,9.0,0,1,42.7,0
32.32,14,2,0,0,0,0,0,43.1,4,3,5.9,0
36.33,14,1,0,0,1,0,0,76.1,1,1,55.07,0
9.68,12,2,0,0,0,0,0,26.1,1,2,55.05,0
210.43,11,4,0,0,0,0,0,30.9,0,1,25.28,0
15.52,9,11,3,0,0,0,0,242.3,2,4,13.69,0
49.76,19,2,2,1,0,0,1,10.4,2,0,81.6,0
44.02,15,4,4,0,0,0,0,675.2,2,1,39.52,0
37.66,19,1,3,0,0,0,0,108.7,0,0,17.6,0
39.35,12,0,3,0,0,1,0,79.2,0,0,20.64,0
14.72,11,1,2,0,1,0,0,24.5,0,2,2.87,0
11.03,13,0,2,0,0,0,0,7.0,0,1,19.51,0
61.18,10,2,1,0,0,0,1,55.6,1,1,24.43,0
47.03,0,4,4,1,5,1,1,1084.1,3,4,21.33,1
6.8,10,2,2,0,0,0,0,98.4,2,1,99.95,0
7.34,17,3,1,0,0,0,0,53.9,2,4,5.11,0
13.05,19,1,2,0,0,0,0,6.1,0,2,34.34,0
32.04,12,2,1,0,0,0,0,6.3,3,1,114.01,0
33.34,9,4,0,0,0,0,0,19.1,0,5,75.96,0
38.39,21,3,1,1,0,0,0,43.8,0,2,15.18,0
336.67,13,8,5,2,5,1,1,178.3,1,9,97.79,1
38.65,10,2,0,0,0,0,0,187.1,1,4,123.36,0
15.16,16,1,3,0,1,0,0,225.8,2,2,94.52,0
21.25,17,3,1,0,1,0,0,126.6,3,4,51.78,0
17.47,12,2,1,0,0,0,1,67.7,2,3,11.79,0
66.9,9,1,0,1,1,0,0,31.7,1,0,8.5,0
36.19,11,2,0,0,1,0,0,49.8,0,2,9.25,0
13.24,14,1,2,0,1,0,0,6.8,2,0,19.52,0
24.72,18,0,1,0,0,0,0,62.6,1,0,10.28,0
41.78,12,2,2,0,0,0,0,28.6,1,1,21.4,0
31.88,19,2,1,0,1,0,0,65.1,0,1,20.18,0
13.29,18,2,1,0,0,1,0,27.4,2,1,4.38,0
32.46,18,0,1,0,0,0,0,72.2,0,2,26.81,0
24.78,21,4,0,0,0,0,0,10.0,0,2,6.65,0
10.76,10,3,0,0,1,0,0,9.6,2,1,95.48,0
17.94,15,4,1,0,0,0,0,34.7,1,0,94.82,0
8.69,21,1,4,0,0,0,0,15.7,1,2,11.01,0
13.97,14,2,1,0,0,0,0,139.2,1,2,12.11,0
269.74,17,1,0,0,0,0,0,0.3,2,1,22.33,0
31.03,15,2,1,0,1,0,0,7.7,2,3,1.88,0
26.26,18,1,1,1,1,1,0,0.7,2,0,6.69,0
5.52,12,4,1,1,1,0,0,22.9,1,2,9.59,0
27.08,14,4,2,0,1,0,0,17.1,1,1,19.98,0
83.22,15,3,0,0,0,0,0,18.2,1,0,16.84,0
45.05,17,2,2,0,2,0,0,42.2,2,2,10.64,0
71.08,17,2,0,0,1,0,0,62.4,0,0,9.21,0
36.88,11,2,2,0,0,0,0,166.9,1,3,13.08,0
287.81,14,13,3,0,3,0,1,105.4,4,5,130.11,0
16.85,20,4,0,0,1,0,0,24.1,0,0,16.09,0
4.12,8,0,0,1,0,0,0,26.5,1,0,52.54,0
151.27,14,7,2,0,2,1,0,21.8,4,3,11.08,0
15.98,13,5,3,1,0,1,0,271.1,2,5,8.48,0
41.42,17,4,1,1,1,0,0,48.2,2,2,21.28,0
4.5,20,0,2,0,0,0,0,67.9,0,1,16.9,0
25.9,9,3,2,0,0,0,0,72.0,0,3,41.05,0
7.12,13,1,2,0,0,0,0,17.2,3,1,8.93,0
32.12,14,3,0,0,0,0,0,1.6,0,1,23.29,0
12.94,8,1,1,0,0,0,0,156.6,1,1,6.26,0
149.76,8,4,4,0,0,0,0,14.1,0,4,7.68,0
19.36,12,5,4,0,0,1,1,332.5,6,1,27.46,0
49.8,18,2,2,0,0,1,0,26.1,2,1,13.72,0
30.81,15,5,1,1,2,0,0,92.0,2,3,21.16,0
428.29,17,1,1,0,1,0,0,31.6,2,1,11.9,0
140.18,9,4,4,0,0,0,0,41.4,2,1,3.49,0
42.37,20,2,1,0,1,0,0,29.1,0,3,43.7,0
30.86,18,1,0,0,1,0,0,154.1,1,3,21.04,0
21.53,9,4,0,0,0,0,1,4.4,2,2,56.16,0
117.3,9,3,3,0,0,0,0,17.2,2,2,13.61,1
26.73,19,2,0,0,0,0,0,54.5,0,3,47.59,0
25.19,16,3,1,0,0,0,0,94.9,2,4,119.81,0
18.28,18,4,0,0,0,1,0,42.9,0,0,23.39,0
19.49,15,0,1,0,0,0,0,39.5,2,1,69.34,0
20.62,12,3,0,0,0,0,0,20.7,4,1,30.86,0
139.1,13,4,4,0,2,0,0,85.6,3,4,99.97,0
9.31,16,1,2,0,0,0,0,72.7,0,0,5.36,0
8.69,11,2,2,0,0,0,0,0.8,2,0,30.91,0
26.97,20,1,2,0,0,0,0,45.4,2,4,19.42,0
14.24,15,3,0,0,1,0,0,68.4,2,1,8.12,0
14.08,17,2,0,0,0,0,0,46.3,2,0,23.86,0
78.09,10,1,1,0,0,0,0,33.1,2,1,24.86,0
25.7,17,2,1,0,0,0,0,18.6,2,1,32.18,0
17.3,10,3,0,0,0,0,0,26.0,1,1,10.59,0
31.08,17,2,3,0,1,0,0,45.1,0,4,8.03,0
48.76,13,7,1,0,0,0,0,75.9,3,3,51.17,0
84.73,12,2,1,0,0,0,0,8.1,3,1,10.46,0
24.08,8,2,0,0,1,1,1,32.9,2,1,9.6,0
15.42,14,1,2,0,0,0,0,16.5,1,3,31.45,0
55.81,14,3,1,0,2,0,0,131.2,3,1,100.05,0
14.67,19,2,2,0,0,0,0,10.2,2,0,49.27,0
17.63,22,4,2,0,1,0,1,120.6,4,3,6.91,0
24.07,15,3,1,0,0,0,0,50.9,1,1,40.64,0
