amount,hour_of_day,is_night,recent_transaction_count,velocity_1h,previous_chargebacks,failed_transaction_count,is_new_device,is_new_ip,distance_from_home,device_account_count,ip_account_count,amount_deviation,is_fraud
25.13,10,0,5,5,0,0,0,0,0.4,1,3,0.726,0
29.48,14,0,2,2,0,0,0,0,131.6,1,1,0.582,0
82.51,15,0,1,1,0,0,0,0,164.8,2,1,1.011,0
57.46,17,0,1,1,0,1,0,0,41.1,1,1,2.890,0
188.96,20,0,1,3,0,1,0,0,65.9,1,2,39.119,0
14.68,20,0,1,1,0,0,0,0,59.5,1,3,0.224,0
89.13,15,0,1,1,0,0,0,0,76.8,1,1,0.040,0
16.50,18,0,6,2,0,4,0,1,370.2,1,3,0.725,0
11.70,9,0,1,3,0,0,0,0,168.8,1,1,0.769,0
22.31,18,0,2,1,0,0,0,0,49.3,1,1,0.861,0
8.27,20,0,5,1,0,0,0,0,17.8,1,1,0.745,0
13.21,16,0,1,1,0,0,0,1,11.2,1,1,0.905,0
7.30,20,0,1,1,0,0,0,0,36.4,1,2,0.864,0
17.96,14,0,1,2,0,0,0,0,13.2,3,1,0.649,0
42.56,18,0,3,3,0,0,0,0,61.7,1,1,3.299,0
14.60,15,0,2,2,0,0,0,0,26.3,1,4,0.902,0
27.45,20,0,2,2,0,0,0,0,1.4,1,1,5.310,0
5.57,11,0,0,0,0,0,0,0,101.6,1,1,0.556,0
33.47,11,0,0,0,0,1,0,0,14.0,1,3,3.042,0
64.16,17,0,1,4,0,0,0,0,0.9,1,1,0.718,0
61.60,9,0,1,2,0,0,0,0,17.5,1,4,0.404,0
29.92,12,0,2,2,0,0,0,0,149.2,1,1,0.930,0
14.45,14,0,1,1,0,0,0,0,303.6,3,1,0.414,0
20.78,12,0,1,2,0,0,0,0,4.7,1,1,0.546,0
68.25,13,0,5,2,0,0,0,0,10.2,1,1,2.475,0
18.73,18,0,1,3,0,0,0,0,3.9,1,3,0.150,0
200.06,20,0,7,6,0,3,0,1,105.4,1,2,18.017,0
50.91,17,0,0,0,0,0,0,0,4.9,4,1,4.303,0
21.69,11,0,3,1,0,0,0,0,254.0,1,1,0.759,0
21.38,17,0,4,1,0,0,0,0,39.2,2,1,0.527,0
34.04,20,0,2,2,0,1,0,0,14.9,1,5,1.303,0
4.34,12,0,1,2,0,0,0,0,1.9,1,3,0.601,0
15.87,20,0,2,2,0,1,0,0,8.3,1,2,0.055,0
7.96,8,0,0,1,0,1,0,0,36.0,1,1,0.396,0
17.87,21,0,5,3,0,0,0,1,7.9,1,2,10.757,0
215.47,15,0,4,1,0,1,0,0,45.3,2,1,14.580,0
76.81,20,0,2,1,0,1,0,0,45.7,1,2,5.685,0
15.65,10,0,3,3,0,0,0,0,188.5,1,1,0.269,0
20.08,14,0,1,2,0,2,0,0,37.5,3,1,1.311,0
10.54,16,0,2,2,0,0,0,0,1.0,1,1,0.096,0
10.61,11,0,2,2,0,0,0,0,32.5,4,1,0.170,0
147.22,12,0,0,0,0,0,0,0,197.9,1,3,0.347,0
18.33,12,0,3,1,0,1,0,0,59.8,4,2,0.206,0
67.03,11,0,1,1,0,1,0,0,41.4,2,1,0.205,0
12.25,9,0,1,1,0,1,0,0,11.9,2,1,0.592,0
48.46,11,0,3,2,0,0,0,0,21.4,1,3,0.395,0
25.05,20,0,6,1,0,1,0,0,41.3,1,2,0.482,0
321.30,3,1,4,4,0,1,0,0,263.6,2,4,22.625,0
1778.87,17,0,5,4,0,3,1,0,10.0,3,3,24.743,0
13.99,18,0,4,4,0,1,0,0,6.5,1,1,0.198,0
41.40,17,0,2,2,0,0,0,0,32.3,3,1,0.443,0
13.17,13,0,4,4,0,0,0,1,127.3,1,1,0.515,0
46.96,11,0,4,1,0,1,0,0,15.0,2,4,0.787,0
11.02,1,1,7,5,0,4,1,1,181.5,1,4,0.775,0
18.74,17,0,0,0,0,0,0,0,19.6,1,1,0.632,0
33.64,12,0,4,4,0,1,0,0,27.8,1,1,0.049,0
8.59,17,0,2,1,0,1,0,0,12.1,3,1,0.833,0
9.74,10,0,2,1,0,2,0,0,209.1,2,1,0.096,0
11.50,12,0,0,1,0,0,0,0,23.8,1,1,0.541,0
32.38,10,0,2,2,0,0,0,0,61.3,1,1,0.042,0
31.63,17,0,2,4,0,0,0,0,8.5,1,1,3.618,0
83.57,12,0,2,1,0,0,0,0,7.6,1,3,1.594,0
32.92,17,0,1,1,0,1,0,0,74.8,1,1,1.534,0
42.19,15,0,2,1,0,0,0,0,89.0,1,3,1.178,0
30.66,18,0,7,4,0,2,0,1,237.8,1,3,0.262,0
8.29,10,0,3,3,0,1,0,0,208.8,1,1,0.683,0
73.27,13,0,2,2,0,1,0,0,162.3,1,1,1.262,0
8.51,17,0,3,2,0,0,0,0,77.2,1,3,0.503,0
39.31,11,0,3,1,0,0,0,0,129.0,2,2,0.107,0
18.29,8,0,1,3,0,0,0,0,24.9,1,2,0.830,0
10.56,21,0,1,2,0,1,0,0,83.1,1,1,0.685,0
33.08,11,0,2,1,0,0,0,0,77.9,2,1,0.449,0
5.30,17,0,5,5,0,2,0,0,38.7,1,1,0.846,0
59.77,8,0,3,3,0,0,0,0,213.0,2,1,0.143,0
63.46,9,0,2,2,0,0,0,0,0.0,1,1,7.646,0
30.05,12,0,4,2,0,0,0,0,68.8,1,2,0.318,0
29.70,17,0,2,1,0,0,0,0,4.8,2,1,2.759,0
25.09,18,0,3,3,0,1,0,0,48.2,1,1,0.485,0
23.24,9,0,2,2,1,2,0,0,93.4,1,2,3.924,0
13.76,17,0,2,1,0,0,0,0,193.9,1,2,0.222,0
20.39,13,0,0,0,0,0,0,0,77.1,2,1,0.210,0
3.91,11,0,1,1,0,0,0,1,49.2,2,1,0.607,0
83.25,20,0,2,2,0,2,0,0,57.5,1,3,2.088,0
68.63,13,0,0,1,0,0,0,0,49.6,1,2,0.285,0
6.92,11,0,0,2,0,0,0,0,37.7,1,4,0.907,0
35.32,14,0,1,1,0,0,0,0,129.9,1,2,0.311,0
37.65,21,0,3,5,0,5,0,0,376.2,2,3,1.477,0
56.65,4,1,9,3,0,1,1,0,19.6,4,1,7.893,0
26.49,11,0,1,2,0,0,0,0,75.2,1,5,1.276,0
15.65,21,0,2,2,0,0,0,0,73.7,1,3,0.152,0
23.00,19,0,3,1,1,0,0,0,67.6,1,1,8.312,0
50.36,7,0,6,2,0,0,1,0,200.9,2,3,0.072,0
7.24,13,0,2,2,0,0,0,1,9.3,1,1,0.867,0
166.66,19,0,3,3,0,1,0,0,31.3,2,1,1.689,0
10.02,14,0,2,2,0,1,0,0,16.6,1,4,0.118,0
5.81,11,0,2,2,0,0,0,0,44.0,1,5,0.414,0
34.55,14,0,2,1,0,1,0,0,18.3,1,1,0.244,0
17.29,12,0,0,2,0,0,1,0,89.9,1,1,0.758,0
57.07,19,0,2,2,0,0,0,0,57.2,2,2,1.890,0
3.59,17,0,0,0,0,1,0,0,11.6,2,2,0.937,0
32.07,16,0,2,1,0,5,1,0,387.9,6,2,6.372,0
20.21,20,0,1,1,0,1,0,0,12.5,2,2,0.354,0
8.15,12,0,1,1,0,1,0,0,39.3,1,1,0.627,0
13.47,13,0,5,5,0,2,0,0,6.2,1,1,2.082,0
4.05,8,0,2,1,0,0,0,0,78.7,1,1,0.007,0
27.77,12,0,4,2,0,0,0,1,73.9,1,2,3.253,0
128.27,16,0,0,2,0,0,0,0,107.9,1,1,12.488,0
26.49,13,0,0,2,0,0,0,0,43.1,1,1,0.530,0
30.45,13,0,0,2,0,1,0,0,47.5,2,4,0.663,0
13.34,18,0,1,1,0,0,0,0,1.0,4,2,0.568,0
44.99,13,0,1,1,1,1,0,0,223.1,1,1,0.726,1
35.41,9,0,1,1,0,0,0,0,14.1,1,4,0.842,0
10.44,17,0,1,1,0,0,0,0,21.0,1,1,0.708,0
42.19,16,0,2,2,0,1,0,0,36.6,1,4,0.701,0
107.25,8,0,0,0,0,0,0,0,90.1,1,2,3.714,0
21.62,11,0,6,1,0,0,0,0,59.3,1,3,0.123,0
30.03,15,0,0,1,0,0,0,0,3.5,1,1,0.375,0
51.84,17,0,2,2,0,0,0,0,102.1,1,1,0.677,0
35.16,11,0,4,1,0,0,0,0,1.0,3,2,0.840,0
298.63,2,1,10,3,0,4,0,1,366.4,1,10,10.210,1
19.67,20,0,3,2,0,1,0,0,24.7,2,1,0.731,0
78.87,9,0,2,3,0,0,0,1,6.7,4,1,0.389,0
9.60,9,0,1,1,0,0,0,0,17.5,1,3,0.080,0
24.98,14,0,4,1,0,0,0,0,57.1,1,3,0.476,0
82.11,14,0,0,0,0,1,0,0,118.0,1,1,14.234,0
522.68,8,0,4,4,1,1,0,0,95.1,1,4,11.833,0
9.33,19,0,1,1,0,0,0,0,44.1,1,2,0.706,0
16.66,10,0,0,0,1,0,0,0,93.3,1,1,0.759,0
27.55,12,0,0,2,0,0,0,0,34.4,1,2,2.713,0
52.18,10,0,0,2,0,0,0,0,82.9,1,3,7.498,0
6.41,14,0,3,1,0,0,0,0,62.6,1,2,0.899,0
13.70,17,0,0,0,0,0,1,0,4.9,2,2,0.701,0
8.07,9,0,1,1,0,1,0,0,1.1,1,1,0.125,0
19.58,19,0,1,1,0,0,0,0,102.5,1,1,0.169,0
135.90,8,0,4,3,0,2,0,0,146.8,2,4,1.462,0
90.53,17,0,0,1,0,0,0,0,70.9,1,2,4.497,0
12.75,14,0,0,1,0,0,1,0,0.1,1,1,0.273,0
99.68,18,0,2,2,0,1,0,0,116.7,1,1,0.351,0
9.25,18,0,3,3,0,0,0,0,69.0,2,4,0.716,0
21.26,17,0,3,1,0,2,0,1,68.7,1,1,0.974,0
16.34,13,0,3,1,0,0,0,0,8.7,3,2,4.059,0
44.09,12,0,1,1,0,0,0,0,129.3,1,4,0.365,0
23.15,13,0,4,3,0,0,0,0,0.1,1,1,1.404,1
34.84,20,0,1,1,0,0,0,0,52.1,3,3,0.012,0
34.15,22,0,4,5,0,1,0,0,106.4,1,5,0.749,0
55.82,15,0,1,1,0,0,0,0,314.5,1,3,1.703,0
12.49,10,0,1,2,0,0,0,0,110.9,1,1,0.574,0
97.09,1,1,10,8,1,6,1,1,193.3,7,4,13.983,1
15.81,10,0,3,1,0,0,0,0,24.0,3,2,0.008,0
142.70,22,0,7,5,0,2,0,1,66.5,2,5,0.250,1
106.09,19,0,0,1,0,0,0,0,56.0,1,2,1.708,0
27.80,8,0,3,3,0,1,0,1,2.7,1,2,0.093,0
81.31,12,0,2,2,0,0,0,0,94.7,1,2,16.374,0
8.39,10,0,5,1,0,0,0,0,28.9,3,1,0.681,0
6.87,19,0,2,3,0,0,0,0,10.2,2,1,0.720,0
33.55,16,0,5,1,0,0,0,0,44.7,2,5,0.753,0
37.23,1,1,14,6,0,2,1,1,222.4,3,5,0.105,1
28.29,13,0,0,1,0,0,0,0,10.6,1,1,0.249,0
44.05,15,0,1,1,0,1,0,0,30.3,2,1,2.857,0
31.00,18,0,2,2,0,1,0,0,17.7,2,1,0.417,0
20.35,9,0,3,1,0,1,1,0,42.0,1,1,0.396,0
25.95,10,0,4,2,0,0,0,0,48.2,3,3,0.215,0
160.87,17,0,3,2,0,1,0,0,33.6,1,4,3.893,0
24.43,19,0,1,2,0,0,0,0,7.5,2,1,0.098,0
29.70,20,0,1,1,0,1,0,0,15.8,1,2,0.286,0
19.46,17,0,0,2,0,1,0,0,81.5,1,1,0.586,0
37.38,13,0,2,1,0,2,0,0,75.0,1,1,1.916,0
32.35,20,0,4,3,0,3,0,0,141.0,3,5,2.950,0
19.76,11,0,1,1,0,0,0,0,73.5,3,1,0.839,0
22.95,13,0,3,1,0,0,0,0,85.8,1,1,0.022,0
37.39,18,0,2,2,0,0,0,0,19.2,1,1,0.853,0
5.61,11,0,5,1,0,1,0,0,11.1,1,4,0.753,0
26.16,14,0,2,2,0,1,0,0,32.2,2,3,2.214,0
24.72,15,0,3,3,0,0,0,0,12.2,2,1,0.314,0
36.84,18,0,5,1,0,0,0,0,52.0,1,1,0.128,0
13.01,19,0,3,1,0,0,1,0,42.9,1,2,0.789,0
26.25,23,1,10,2,1,2,1,1,77.7,2,2,0.550,0
77.67,12,0,3,1,0,0,0,0,6.6,2,4,3.094,0
10.28,13,0,1,1,0,0,0,0,23.6,1,4,0.683,0
8.79,20,0,2,1,0,1,0,1,5.0,1,1,0.443,0
33.14,9,0,2,1,0,0,0,0,19.4,2,1,0.570,0
7.85,9,0,0,1,0,0,0,0,2.0,1,3,0.544,0
104.15,13,0,2,1,0,0,0,0,12.8,1,2,0.060,0
42.69,10,0,5,3,1,3,0,1,66.3,3,4,0.054,0
58.74,21,0,2,4,1,1,0,0,167.0,1,1,7.356,0
61.50,16,0,1,1,1,0,0,0,20.7,2,1,0.072,0
43.35,10,0,2,2,0,0,0,0,20.8,1,1,0.558,0
29.46,11,0,1,1,0,0,0,0,14.5,1,2,0.182,0
5.99,20,0,3,3,0,1,0,1,11.3,1,2,0.926,0
57.01,5,1,4,1,0,1,1,1,436.1,2,3,7.458,0
9.39,13,0,4,1,1,1,0,0,21.3,3,1,0.456,0
44.79,15,0,2,2,0,0,0,0,49.9,1,1,13.637,0
29.14,9,0,1,1,0,0,0,0,6.9,1,3,0.011,0
56.17,16,0,1,2,0,0,0,0,13.3,1,1,0.323,0
29.47,18,0,2,1,0,0,0,0,14.0,3,3,1.716,0
191.33,4,1,4,7,2,2,1,1,358.2,2,6,11.202,1
30.81,17,0,2,1,0,0,0,0,16.1,1,1,0.443,0
59.86,17,0,2,1,0,0,0,0,61.1,1,1,6.754,0
4.00,12,0,5,5,0,1,0,0,233.7,2,1,0.888,0
3.87,8,0,1,1,0,1,0,0,12.5,2,6,0.931,0
92.10,19,0,4,1,0,0,0,0,92.5,1,3,0.387,0
20.93,17,0,4,1,0,0,0,0,76.0,1,2,0.781,0
196.16,14,0,0,1,0,0,0,0,36.9,1,1,9.880,0
8.55,15,0,2,1,0,0,0,0,140.4,2,3,0.876,0
61.52,17,0,1,2,0,0,0,0,20.2,2,1,0.304,0
22.56,8,0,1,3,0,0,0,0,41.3,1,2,0.438,0
13.50,16,0,3,2,0,0,0,0,0.6,1,1,0.102,0
32.07,18,0,1,1,0,1,0,0,10.1,1,4,0.027,0
30.19,20,0,0,0,0,3,0,0,40.8,1,5,2.999,0
22.17,13,0,1,1,0,1,0,0,75.1,1,1,0.912,0
2.63,14,0,4,2,0,0,0,0,48.9,1,1,0.950,0
104.65,9,0,1,1,0,0,0,0,4.5,1,1,35.337,0
17.31,16,0,2,2,0,0,0,0,56.5,5,1,0.894,0
22.91,20,0,2,2,0,0,0,0,20.1,2,1,0.975,0
8.94,10,0,3,3,0,0,0,0,62.4,1,2,0.067,0
37.90,19,0,1,1,0,1,0,0,10.6,4,1,0.432,0
80.52,18,0,1,1,0,0,0,0,155.2,1,1,2.203,0
31.34,18,0,3,1,0,1,0,0,7.6,1,1,1.660,0
30.44,20,0,5,1,0,0,0,0,30.0,1,1,2.132,0
415.63,22,0,4,1,0,3,1,1,556.9,1,5,20.898,1
23.45,19,0,1,2,1,0,0,0,18.4,1,3,0.168,0
11.71,13,0,1,1,0,0,0,0,21.9,3,2,0.910,0
16.17,12,0,2,1,0,0,0,0,116.7,2,2,0.396,0
18.30,13,0,1,1,0,0,0,0,1.4,1,2,0.227,0
64.24,16,0,2,2,0,1,0,0,71.3,1,2,0.418,0
45.92,9,0,3,1,0,0,0,0,16.6,3,1,0.830,0
14.46,9,0,2,1,0,0,0,0,66.6,1,1,0.474,0
14.39,20,0,2,2,0,1,0,0,0.8,3,1,0.001,0
93.80,10,0,3,1,1,1,0,0,3.3,2,2,1.917,0
21.77,15,0,0,0,0,0,0,0,16.9,1,1,0.455,0
29.37,13,0,1,1,0,1,0,0,138.3,1,1,0.928,0
10.20,10,0,2,2,0,1,0,0,207.2,1,1,0.537,0
4.60,14,0,5,5,0,1,0,0,68.5,1,1,0.392,0
12.08,11,0,0,0,0,0,0,0,5.8,1,1,0.482,0
21.66,12,0,3,3,0,0,0,0,69.4,1,1,0.464,0
12.09,21,0,2,2,0,0,0,0,114.0,1,1,0.895,0
7.44,15,0,1,2,0,2,0,0,125.0,1,3,0.880,0
32.06,10,0,1,1,0,1,0,0,10.0,1,1,0.143,0
36.68,12,0,3,3,0,0,1,0,60.0,1,1,0.722,0
25.96,18,0,2,2,0,0,0,0,92.3,1,1,0.588,0
72.04,21,0,1,1,0,0,0,0,6.7,1,1,8.368,0
44.25,19,0,5,5,0,1,0,0,129.3,2,1,0.319,0
24.28,11,0,2,2,0,0,0,0,72.9,1,4,0.419,0
219.40,22,0,10,5,1,3,0,1,446.0,5,6,4.358,1
40.67,8,0,4,4,0,0,0,0,55.1,2,1,2.941,0
49.79,19,0,0,3,1,0,0,0,93.8,2,1,0.414,0
22.84,16,0,0,1,0,0,0,0,2.4,2,1,0.010,0
56.99,9,0,3,3,0,1,0,0,23.1,2,1,0.374,0
6.73,18,0,0,1,0,1,0,0,19.6,1,1,0.636,0
128.64,23,1,4,8,0,3,1,1,187.6,3,3,10.579,1
222.44,12,0,0,0,0,2,0,0,3.0,2,2,8.718,0
23.49,9,0,2,2,0,1,0,0,28.7,2,1,0.462,0
13.25,9,0,1,2,0,0,0,0,102.9,2,1,0.461,0
224.87,10,0,3,4,0,2,1,0,104.4,2,1,8.565,0
22.42,10,0,0,0,0,2,0,0,29.7,2,1,0.702,0
4.41,20,0,5,3,0,0,0,0,2.1,1,1,0.633,0
10.14,9,0,1,1,0,1,0,0,265.8,1,1,0.576,0
12.45,9,0,2,1,0,0,0,0,2.3,2,1,0.681,0
43.63,14,0,1,1,0,0,0,0,9.1,1,2,1.110,0
51.63,16,0,1,1,0,0,0,0,57.9,1,1,3.660,0
27.88,21,0,2,2,0,0,0,0,67.0,2,1,1.780,0
31.35,9,0,0,1,0,0,0,0,17.1,1,2,0.426,0
238.19,16,0,4,2,0,4,0,1,325.0,2,2,2.605,0
12.25,14,0,2,2,0,0,0,0,12.7,2,1,0.706,0
53.77,17,0,3,1,0,2,0,0,149.0,1,3,1.772,1
12.37,12,0,1,1,0,0,0,0,39.2,2,1,0.306,0
9.61,20,0,4,1,0,0,0,0,82.2,3,3,0.713,0
68.68,14,0,1,1,0,1,0,0,21.0,1,1,2.432,0
24.40,9,0,0,1,0,0,0,0,17.8,1,1,1.534,0
12.96,14,0,1,2,1,0,0,0,21.2,1,1,0.251,0
9.31,21,0,0,1,0,2,0,0,16.6,2,1,0.780,0
9.23,16,0,2,2,0,0,0,0,2.7,1,2,0.817,0
5.95,15,0,2,2,1,0,0,0,113.1,3,1,0.878,0
15.84,8,0,1,2,0,0,0,0,9.5,1,1,1.296,0
14.96,17,0,3,2,0,0,0,0,27.4,1,1,0.175,0
21.58,17,0,4,1,0,0,0,0,48.2,1,2,0.750,0
18.80,20,0,1,1,0,1,0,0,53.0,1,2,0.556,0
109.21,12,0,0,2,0,0,0,0,18.4,1,2,0.470,0
9.46,14,0,2,3,0,0,0,0,45.4,1,1,0.581,0
24.80,17,0,2,1,0,0,0,0,1.8,1,1,2.955,0
21.81,15,0,2,2,0,0,0,0,21.8,1,1,0.531,0
58.29,12,0,2,1,0,0,0,0,72.1,1,1,5.762,0
12.73,16,0,3,3,0,1,0,0,66.7,2,2,0.638,0
3.78,17,0,2,2,0,1,0,0,15.6,1,3,0.390,0
7.35,14,0,1,2,0,0,0,0,109.4,1,1,0.694,0
32.03,11,0,1,1,0,0,0,0,43.5,2,2,0.178,0
14.57,21,0,2,2,0,0,0,0,9.7,1,1,0.092,0
41.44,10,0,2,1,1,1,0,0,9.2,2,1,0.061,0
72.44,14,0,2,1,1,0,0,0,90.9,1,1,2.789,0
25.34,12,0,1,1,0,0,0,0,20.2,1,6,1.656,0
26.23,19,0,3,3,0,0,0,0,3.7,1,1,0.007,0
17.28,9,0,1,1,0,0,0,0,212.8,1,1,0.413,0
11.91,16,0,2,2,0,0,0,0,119.7,1,2,0.787,0
2.14,8,0,2,2,0,0,0,0,0.8,1,1,0.821,0
13.20,11,0,2,1,0,0,0,0,22.2,1,1,0.484,0
77.45,12,0,3,2,0,0,0,0,12.5,3,1,5.065,0
36.66,11,0,2,2,0,0,0,1,5.5,1,1,0.335,0
18.16,11,0,1,1,0,0,0,0,7.4,1,1,0.681,0
26.05,17,0,0,0,1,0,0,0,19.3,1,1,1.637,0
27.26,12,0,0,1,0,1,0,0,20.3,1,3,0.152,0
5.31,11,0,0,2,0,0,0,0,105.5,3,3,0.463,0
20.12,21,0,4,2,0,0,0,0,8.6,1,1,0.166,0
2.77,21,0,1,2,0,0,1,0,20.6,1,1,0.910,0
15.92,17,0,4,1,0,0,0,0,1.3,1,2,0.615,0
21.55,20,0,1,1,0,0,0,0,68.6,1,1,0.466,0
45.05,15,0,5,2,0,0,0,0,51.2,1,1,1.886,0
14.55,17,0,2,2,0,1,0,1,31.6,1,1,0.761,0
33.91,13,0,3,2,0,0,0,0,287.9,2,1,0.255,0
44.58,21,0,4,7,1,1,0,0,183.0,5,3,0.204,0
6.39,19,0,2,1,0,1,0,1,20.2,1,1,0.683,0
40.10,18,0,1,1,2,0,0,0,16.7,1,1,6.832,0
7.53,13,0,1,1,0,0,0,0,31.9,1,1,0.979,0
34.67,15,0,1,2,0,0,0,0,48.8,1,1,6.774,0
674.52,7,0,5,6,5,3,1,0,1226.9,1,4,20.272,1
10.85,9,0,3,3,0,0,1,0,16.8,1,2,0.548,0
29.26,17,0,4,4,0,1,0,0,190.7,2,2,0.726,0
41.76,9,0,1,2,0,0,0,0,40.5,1,1,0.078,0
37.56,15,0,1,1,0,0,1,0,10.1,1,3,0.585,0
137.56,16,0,1,1,0,1,0,0,6.8,2,1,0.401,0
6.28,19,0,2,2,0,1,0,0,120.2,2,1,0.375,0
26.63,16,0,0,0,0,0,0,0,53.1,3,1,0.147,0
11.41,10,0,3,1,0,0,0,0,29.7,5,1,0.769,0
248.56,10,0,2,5,1,0,0,0,115.3,4,3,14.296,0
13.62,14,0,0,0,0,0,0,0,125.8,1,4,0.020,0
56.42,19,0,0,1,0,0,0,0,96.0,1,1,5.159,0
11.31,10,0,1,2,0,0,0,0,17.6,2,2,0.040,0
20.78,13,0,0,1,0,0,0,0,1.8,1,1,0.040,0
29.58,18,0,1,1,0,1,0,1,2.9,2,1,0.656,0
34.97,19,0,1,1,0,1,0,0,17.7,1,1,0.010,0
112.60,12,0,6,1,0,0,0,0,8.3,1,1,2.349,0
11.85,9,0,2,2,0,0,0,0,57.5,2,1,0.467,0
101.89,19,0,4,4,0,0,0,0,26.3,2,1,0.947,0
50.12,15,0,2,1,0,0,0,0,97.7,2,1,10.629,0
21.34,9,0,2,1,0,0,0,0,36.2,2,1,2.654,0
166.84,14,0,3,3,0,1,0,0,39.4,1,2,8.545,0
14.94,8,0,1,1,0,0,0,0,49.7,3,1,0.801,0
9.78,15,0,3,1,0,0,0,0,1.7,4,1,0.465,0
21.54,17,0,1,2,0,0,0,0,14.2,1,1,0.016,0
3.92,8,0,0,0,0,0,0,0,14.1,2,1,0.767,0
9.26,20,0,2,2,0,2,0,0,154.7,1,1,0.676,0
7.61,8,0,1,3,0,0,0,0,248.0,3,2,0.468,0
5.42,10,0,4,2,0,0,0,0,20.2,1,1,0.868,0
11.95,17,0,1,2,0,1,0,0,48.6,1,4,1.343,0
48.94,18,0,0,1,0,0,0,0,137.3,1,1,0.281,0
12.94,13,0,3,3,0,0,1,0,51.8,1,2,0.679,0
94.86,7,0,3,6,0,5,1,1,165.1,1,3,3.521,0
53.28,10,0,2,2,0,0,1,0,14.4,1,2,0.760,0
9.75,19,0,1,1,0,0,0,0,14.5,3,5,0.748,0
37.88,18,0,0,0,0,0,0,0,12.8,1,1,0.211,0
33.83,8,0,2,2,0,0,0,0,64.6,1,1,0.400,0
16.38,14,0,3,3,0,0,0,0,16.2,1,1,0.753,0
18.01,13,0,2,4,0,0,0,0,62.7,1,1,1.082,0
115.87,23,1,4,4,0,4,0,0,26.8,2,4,3.931,0
26.49,16,0,3,2,0,1,0,0,71.8,3,1,0.825,0
48.79,17,0,5,1,0,1,0,0,5.7,2,3,0.753,0
180.47,16,0,7,2,1,0,0,1,24.9,4,3,0.232,0
16.44,10,0,2,2,0,0,0,0,9.5,2,5,0.690,0
13.85,13,0,1,2,0,0,0,0,13.5,1,1,0.683,0
35.65,21,0,3,3,0,1,0,0,18.5,1,1,0.143,0
2.18,12,0,0,1,0,0,0,0,7.2,1,1,0.873,0
4.55,19,0,2,2,0,1,1,0,17.5,2,2,0.862,0
117.15,11,0,3,4,0,2,0,0,35.0,2,3,2.333,0
23.93,20,0,2,1,0,0,0,0,93.6,2,3,0.761,0
27.22,20,0,3,3,0,1,0,0,41.5,1,1,1.301,0
174.72,12,0,1,3,0,0,0,0,53.6,1,2,10.382,0
7.78,17,0,4,1,1,1,0,0,57.9,1,1,0.783,0
13.56,10,0,2,3,0,0,0,0,18.2,1,1,0.850,0
22.86,13,0,2,1,0,1,0,0,37.0,1,1,0.565,0
17.30,19,0,2,1,0,0,0,0,9.0,1,1,0.595,0
32.32,14,0,2,2,0,0,0,0,43.1,4,3,4.478,0
36.33,14,0,1,1,0,1,0,0,76.1,1,1,0.340,0
9.68,12,0,2,2,0,0,0,0,26.1,1,2,0.824,0
210.43,11,0,4,4,0,0,0,0,30.9,1,1,7.324,0
15.52,9,0,11,3,0,0,0,0,242.3,2,4,0.134,0
49.76,19,0,2,2,1,0,0,1,10.4,2,1,0.390,0
44.02,15,0,4,4,0,0,0,0,675.2,2,1,0.114,0
37.66,19,0,1,3,0,0,0,0,108.7,1,1,1.140,0
39.35,12,0,0,3,0,0,1,0,79.2,1,1,0.906,0
14.72,11,0,1,2,0,1,0,0,24.5,1,2,4.129,0
11.03,13,0,0,2,0,0,0,0,7.0,1,1,0.435,0
61.18,10,0,2,1,0,0,0,1,55.6,1,1,1.504,0
47.03,0,1,4,4,1,5,1,1,1084.1,3,4,1.205,1
6.80,10,0,2,2,0,0,0,0,98.4,2,1,0.932,0
7.34,17,0,3,1,0,0,0,0,53.9,2,4,0.436,0
13.05,19,0,1,2,0,0,0,0,6.1,1,2,0.620,0
32.04,12,0,2,1,0,0,0,0,6.3,3,1,0.719,0
33.34,9,0,4,4,0,0,0,0,19.1,1,5,0.561,0
38.39,21,0,3,1,1,0,0,0,43.8,1,2,1.529,0
336.67,13,0,8,5,2,5,1,1,178.3,1,9,2.443,1
38.65,10,0,2,2,0,0,0,0,187.1,1,4,0.687,0
15.16,16,0,1,3,0,1,0,0,225.8,2,2,0.840,0
21.25,17,0,3,1,0,1,0,0,126.6,3,4,0.590,0
17.47,12,0,2,1,0,0,0,1,67.7,2,3,0.482,0
66.90,9,0,1,1,1,1,0,0,31.7,1,1,6.871,0
36.19,11,0,2,2,0,1,0,0,49.8,1,2,2.912,0
13.24,14,0,1,2,0,1,0,0,6.8,2,1,0.322,0
24.72,18,0,0,1,0,0,0,0,62.6,1,1,1.405,0
41.78,12,0,2,2,0,0,0,0,28.6,1,1,0.952,0
31.88,19,0,2,1,0,1,0,0,65.1,1,1,0.580,0
13.29,18,0,2,1,0,0,1,0,27.4,2,1,2.034,0
32.46,18,0,0,1,0,0,0,0,72.2,1,2,0.211,0
24.78,21,0,4,4,0,0,0,0,10.0,1,2,2.726,0
10.76,10,0,3,3,0,1,0,0,9.6,2,1,0.887,0
17.94,15,0,4,1,0,0,0,0,34.7,1,1,0.811,0
8.69,21,0,1,4,0,0,0,0,15.7,1,2,0.211,0
13.97,14,0,2,1,0,0,0,0,139.2,1,2,0.154,0
269.74,17,0,1,1,0,0,0,0,0.3,2,1,11.080,0
31.03,15,0,2,1,0,1,0,0,7.7,2,3,15.505,0
